"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Direction","Procedure.Shuffle","JOL","Procedure.Shuffle.1","Response.RT","Response.Response","Recall_Score"
"5f0f190c5fc48a0636bd891e",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",39,"Recall1",3093,"hard",100
"5f12900e0ad01c209b1fade9",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",55,"Recall1",5746,"Hard",100
"5f1eadf617e7c80008b0d2ae",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",50,"Recall1",2720,"",0
"904025",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",50,"Recall1",4185,"Hard",100
"904025",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase2",100,"Recall2",3340,"Hard",100
"w10002554",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",21,"Recall1",3231,"count ",0
"w10042723",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",25,"Recall1",19700,"count",0
"w10058488_mev",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",68,"Recall1",6790,"hard",100
"w953508",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",60,"Recall1",1114,"",0
"w990838_amn",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",20,"Recall1",6851,"",0
"337079",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",5,"Recall1",1016,"",0
"57adbbe8bcf54e000152816b",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",30,"Recall1",9046,"",0
"5c43c3a3e72e1c000146e886",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",20,"Recall1",1669,"",0
"5c6039c8c5405100016c90ab",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",5,"Recall1",1893,"",0
"5d5c6cc6f68762001a9009e0",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",20,"Recall1",2520,"",0
"5db6e588867c22000dfffa54",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",20,"Recall1",1448,"",0
"5e378948cd9d1670b2b86a51",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",10,"Recall1",2833,"package",0
"5e558d73a9fedb0a01f7987c",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",10,"Recall1",3627,"",0
"5edbb0a767bf0083cc63bd5c",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",20,"Recall1",976,"",0
"5ee96e3da75e4919e8822d0c",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",0,"Recall1",7618,"",0
"5f0f190c5fc48a0636bd891e",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",12,"Recall1",3536,"",0
"5f12900e0ad01c209b1fade9",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",12,"Recall1",6314,"package",0
"5f1eadf617e7c80008b0d2ae",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",0,"Recall1",1547,"",0
"904025",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",40,"Recall1",3570,"Throat",100
"w10002554",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",30,"Recall1",2244,"",0
"w10042723",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",15,"Recall1",2609,"",0
"w10058488_mev",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",66,"Recall1",5438,"throat",100
"w953508",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",3,"Recall1",1153,"",0
"w953508",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase2",5,"Recall2",751,"",0
"w990838_amn",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",40,"Recall1",11354,"throat",100
"337079",17,"Pure U","PET","MOON","Study1","U","Study Phase",1,"Recall1",963,"",0
"57adbbe8bcf54e000152816b",17,"Pure U","PET","MOON","Study1","U","Study Phase",80,"Recall1",8191,"",0
"5c43c3a3e72e1c000146e886",17,"Pure U","PET","MOON","Study1","U","Study Phase",10,"Recall1",1862,"",0
"5c6039c8c5405100016c90ab",17,"Pure U","PET","MOON","Study1","U","Study Phase",10,"Recall1",2761,"",0
"5d5c6cc6f68762001a9009e0",17,"Pure U","PET","MOON","Study1","U","Study Phase",40,"Recall1",9281,"",0
"5db6e588867c22000dfffa54",17,"Pure U","PET","MOON","Study1","U","Study Phase",30,"Recall1",4452,"CAT",0
"5e378948cd9d1670b2b86a51",17,"Pure U","PET","MOON","Study1","U","Study Phase",40,"Recall1",4417,"fuxxy",0
"5e558d73a9fedb0a01f7987c",17,"Pure U","PET","MOON","Study1","U","Study Phase",10,"Recall1",4486,"",0
"5edbb0a767bf0083cc63bd5c",17,"Pure U","PET","MOON","Study1","U","Study Phase",95,"Recall1",3700,"moon",100
"5ee96e3da75e4919e8822d0c",17,"Pure U","PET","MOON","Study1","U","Study Phase",45,"Recall1",6657,"",0
"5f0f190c5fc48a0636bd891e",17,"Pure U","PET","MOON","Study1","U","Study Phase",19,"Recall1",4989,"school",0
"5f12900e0ad01c209b1fade9",17,"Pure U","PET","MOON","Study1","U","Study Phase",77,"Recall1",20950,"leash",0
"5f1eadf617e7c80008b0d2ae",17,"Pure U","PET","MOON","Study1","U","Study Phase",20,"Recall1",1344,"",0
"904025",17,"Pure U","PET","MOON","Study1","U","Study Phase",0,"Recall1",3629,"Moon",100
"w10002554",17,"Pure U","PET","MOON","Study1","U","Study Phase",20,"Recall1",3104,"dog",0
"w10002554",17,"Pure U","PET","MOON","Study1","U","Study Phase2",50,"Recall2",2023,"moon",100
"w10042723",17,"Pure U","PET","MOON","Study1","U","Study Phase",50,"Recall1",11667,"dog",0
"w10058488_mev",17,"Pure U","PET","MOON","Study1","U","Study Phase",68,"Recall1",3215,"moon",100
"w953508",17,"Pure U","PET","MOON","Study1","U","Study Phase",80,"Recall1",10038,"difficult",0
"w990838_amn",17,"Pure U","PET","MOON","Study1","U","Study Phase",20,"Recall1",6819,"name",0
"337079",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",1,"Recall1",1056,"",0
"57adbbe8bcf54e000152816b",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",60,"Recall1",5297,"",0
"5c43c3a3e72e1c000146e886",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",40,"Recall1",4925,"glue",100
"5c6039c8c5405100016c90ab",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",10,"Recall1",7058,"",0
"5d5c6cc6f68762001a9009e0",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",20,"Recall1",1134,"",0
"5db6e588867c22000dfffa54",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",20,"Recall1",2221,"",0
"5e378948cd9d1670b2b86a51",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",5,"Recall1",10424,"hard",0
"5e558d73a9fedb0a01f7987c",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",20,"Recall1",4430,"",0
"5edbb0a767bf0083cc63bd5c",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",50,"Recall1",4472,"",0
"5ee96e3da75e4919e8822d0c",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",25,"Recall1",3910,"",0
"5f0f190c5fc48a0636bd891e",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",25,"Recall1",11729,"",0
"5f12900e0ad01c209b1fade9",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",60,"Recall1",9680,"arrest",0
"5f1eadf617e7c80008b0d2ae",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",1,"Recall1",2176,"",0
"904025",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",10,"Recall1",6227,"Pencil",0
"w10002554",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",20,"Recall1",2553,"",0
"w10042723",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",95,"Recall1",3237,"",0
"w10058488_mev",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",13,"Recall1",5700,"arrest",0
"w953508",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",40,"Recall1",624,"",0
"w990838_amn",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",5,"Recall1",2634,"",0
"337079",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",5,"Recall1",931,"",0
"57adbbe8bcf54e000152816b",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",30,"Recall1",1207,"",0
"5c43c3a3e72e1c000146e886",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",10,"Recall1",3324,"verify",100
"5c6039c8c5405100016c90ab",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",5,"Recall1",5305,"",0
"5d5c6cc6f68762001a9009e0",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",30,"Recall1",3097,"",0
"5db6e588867c22000dfffa54",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",15,"Recall1",2239,"",0
"5e378948cd9d1670b2b86a51",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",2,"Recall1",14284,"juicy",0
"5e558d73a9fedb0a01f7987c",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",0,"Recall1",4107,"",0
"5edbb0a767bf0083cc63bd5c",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",40,"Recall1",12404,"",0
"5ee96e3da75e4919e8822d0c",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",0,"Recall1",2377,"",0
"5f0f190c5fc48a0636bd891e",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",12,"Recall1",10267,"vine",0
"5f12900e0ad01c209b1fade9",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",11,"Recall1",3904,"",0
"5f1eadf617e7c80008b0d2ae",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",1,"Recall1",1402,"",0
"904025",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",85,"Recall1",4289,"Verfiy",100
"w10002554",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",10,"Recall1",1720,"",0
"w10042723",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",25,"Recall1",6044,"",0
"w10058488_mev",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",68,"Recall1",4510,"verify",100
"w953508",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",3,"Recall1",811,"",0
"w990838_amn",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",5,"Recall1",31038,"fruit",0
"337079",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",1,"Recall1",1289,"",0
"57adbbe8bcf54e000152816b",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",20,"Recall1",4728,"Neglect",100
"5c43c3a3e72e1c000146e886",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",10,"Recall1",2908,"thorns",0
"5c6039c8c5405100016c90ab",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",20,"Recall1",12638,"ugly",0
"5d5c6cc6f68762001a9009e0",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",50,"Recall1",7373,"NEGLECT",100
"5d5c6cc6f68762001a9009e0",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase2",100,"Recall2",5300,"NEGLECT",100
"5db6e588867c22000dfffa54",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",35,"Recall1",1372,"",0
"5e378948cd9d1670b2b86a51",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",65,"Recall1",8413,"plant",0
"5e558d73a9fedb0a01f7987c",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",20,"Recall1",4326,"",0
"5edbb0a767bf0083cc63bd5c",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",45,"Recall1",2669,"",0
"5ee96e3da75e4919e8822d0c",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",0,"Recall1",1354,"",0
"5f0f190c5fc48a0636bd891e",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",7,"Recall1",8221,"neglect",100
"5f12900e0ad01c209b1fade9",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",12,"Recall1",4651,"petal",0
"5f1eadf617e7c80008b0d2ae",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",1,"Recall1",2282,"",0
"904025",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",37,"Recall1",13595,"Neglect",100
"w10002554",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",30,"Recall1",6804,"bush",0
"w10042723",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",10,"Recall1",9418,"",0
"w10058488_mev",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",23,"Recall1",8832,"difficult",0
"w953508",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",1,"Recall1",484,"",0
"w990838_amn",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",30,"Recall1",9583,"",0
"337079",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",1,"Recall1",896,"",0
"57adbbe8bcf54e000152816b",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",80,"Recall1",3286,"Shack",100
"5c43c3a3e72e1c000146e886",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",20,"Recall1",5510,"",0
"5c6039c8c5405100016c90ab",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",5,"Recall1",3183,"",0
"5d5c6cc6f68762001a9009e0",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",20,"Recall1",833,"",0
"5db6e588867c22000dfffa54",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",70,"Recall1",2791,"SHAKE",100
"5e378948cd9d1670b2b86a51",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",15,"Recall1",6078,"hard",0
"5e558d73a9fedb0a01f7987c",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",10,"Recall1",10931,"",0
"5edbb0a767bf0083cc63bd5c",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",56,"Recall1",1991,"",0
"5ee96e3da75e4919e8822d0c",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",30,"Recall1",5414,"shake",100
"5f0f190c5fc48a0636bd891e",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",55,"Recall1",2364,"shake",100
"5f12900e0ad01c209b1fade9",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",19,"Recall1",2945,"cover",0
"5f1eadf617e7c80008b0d2ae",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",30,"Recall1",1120,"",0
"904025",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",20,"Recall1",6303,"Snake",100
"w10002554",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",50,"Recall1",8298,"fish",0
"w10042723",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",60,"Recall1",8689,"crack",0
"w10058488_mev",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",76,"Recall1",8115,"shake",100
"w953508",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",20,"Recall1",1930,"",0
"w990838_amn",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",50,"Recall1",4187,"shake",100
"337079",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",1,"Recall1",1980,"",0
"57adbbe8bcf54e000152816b",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",20,"Recall1",6482,"JAM",0
"5c43c3a3e72e1c000146e886",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",0,"Recall1",4745,"fuzzy",0
"5c6039c8c5405100016c90ab",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",5,"Recall1",1376,"",0
"5d5c6cc6f68762001a9009e0",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",60,"Recall1",1390,"",0
"5db6e588867c22000dfffa54",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",30,"Recall1",3394,"BALL",0
"5e378948cd9d1670b2b86a51",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",20,"Recall1",9911,"money",0
"5e558d73a9fedb0a01f7987c",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",0,"Recall1",4561,"",0
"5edbb0a767bf0083cc63bd5c",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",50,"Recall1",790,"",0
"5ee96e3da75e4919e8822d0c",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",20,"Recall1",3937,"",0
"5f0f190c5fc48a0636bd891e",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",11,"Recall1",3464,"hard",0
"5f12900e0ad01c209b1fade9",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",17,"Recall1",6094,"ball",0
"5f1eadf617e7c80008b0d2ae",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",10,"Recall1",1191,"",0
"904025",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",10,"Recall1",3800,"",0
"w10002554",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",20,"Recall1",7638,"strong ",0
"w10042723",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",90,"Recall1",29048,"",0
"w10058488_mev",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",57,"Recall1",5398,"yam",100
"w953508",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",20,"Recall1",1700,"",0
"w990838_amn",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",3,"Recall1",9681,"",0
"337079",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",1,"Recall1",4434,"cloth",100
"57adbbe8bcf54e000152816b",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",80,"Recall1",3223,"CLOTH",100
"5c43c3a3e72e1c000146e886",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",40,"Recall1",3240,"cloth",100
"5c6039c8c5405100016c90ab",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",20,"Recall1",1238,"",0
"5d5c6cc6f68762001a9009e0",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",50,"Recall1",7976,"",0
"5db6e588867c22000dfffa54",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",70,"Recall1",2816,"",0
"5e378948cd9d1670b2b86a51",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",80,"Recall1",9132,"Cloth",100
"5e558d73a9fedb0a01f7987c",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",20,"Recall1",2633,"",0
"5e558d73a9fedb0a01f7987c",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase2",20,"Recall2",3254,"cloth",100
"5edbb0a767bf0083cc63bd5c",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",80,"Recall1",1289,"",0
"5ee96e3da75e4919e8822d0c",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",0,"Recall1",11293,"cloth",100
"5f0f190c5fc48a0636bd891e",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",29,"Recall1",2852,"cloth",100
"5f12900e0ad01c209b1fade9",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",62,"Recall1",2431,"marks",0
"5f1eadf617e7c80008b0d2ae",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",10,"Recall1",1607,"",0
"904025",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",65,"Recall1",7402,"Cake",0
"w10002554",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",20,"Recall1",3729,"strong ",0
"w10042723",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",15,"Recall1",7321,"",0
"w10058488_mev",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",76,"Recall1",4943,"clothes",0
"w953508",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",30,"Recall1",798,"",0
"w990838_amn",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",60,"Recall1",3868,"sweater",0
"337079",17,"Pure U","TAX","OWL","Study1","U","Study Phase",1,"Recall1",861,"",0
"57adbbe8bcf54e000152816b",17,"Pure U","TAX","OWL","Study1","U","Study Phase",90,"Recall1",5492,"",0
"5c43c3a3e72e1c000146e886",17,"Pure U","TAX","OWL","Study1","U","Study Phase",20,"Recall1",6873,"",0
"5c6039c8c5405100016c90ab",17,"Pure U","TAX","OWL","Study1","U","Study Phase",10,"Recall1",5861,"ration",0
"5d5c6cc6f68762001a9009e0",17,"Pure U","TAX","OWL","Study1","U","Study Phase",20,"Recall1",3421,"",0
"5db6e588867c22000dfffa54",17,"Pure U","TAX","OWL","Study1","U","Study Phase",10,"Recall1",2220,"FREE",0
"5e378948cd9d1670b2b86a51",17,"Pure U","TAX","OWL","Study1","U","Study Phase",5,"Recall1",7862,"money",0
"5e558d73a9fedb0a01f7987c",17,"Pure U","TAX","OWL","Study1","U","Study Phase",0,"Recall1",5355,"",0
"5edbb0a767bf0083cc63bd5c",17,"Pure U","TAX","OWL","Study1","U","Study Phase",35,"Recall1",2137,"",0
"5ee96e3da75e4919e8822d0c",17,"Pure U","TAX","OWL","Study1","U","Study Phase",0,"Recall1",1837,"",0
"5f0f190c5fc48a0636bd891e",17,"Pure U","TAX","OWL","Study1","U","Study Phase",14,"Recall1",3825,"",0
"5f12900e0ad01c209b1fade9",17,"Pure U","TAX","OWL","Study1","U","Study Phase",43,"Recall1",2938,"refund",0
"5f1eadf617e7c80008b0d2ae",17,"Pure U","TAX","OWL","Study1","U","Study Phase",20,"Recall1",1055,"",0
"904025",17,"Pure U","TAX","OWL","Study1","U","Study Phase",25,"Recall1",11809,"Owl",100
"w10002554",17,"Pure U","TAX","OWL","Study1","U","Study Phase",45,"Recall1",12603,"licences ",0
"w10042723",17,"Pure U","TAX","OWL","Study1","U","Study Phase",5,"Recall1",6763,"",0
"w10058488_mev",17,"Pure U","TAX","OWL","Study1","U","Study Phase",53,"Recall1",5373,"owl",100
"w953508",17,"Pure U","TAX","OWL","Study1","U","Study Phase",45,"Recall1",1437,"",0
"w990838_amn",17,"Pure U","TAX","OWL","Study1","U","Study Phase",30,"Recall1",2878,"owl",100
"337079",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",1,"Recall1",3494,"",0
"57adbbe8bcf54e000152816b",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",60,"Recall1",2547,"Morning",100
"5c43c3a3e72e1c000146e886",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",40,"Recall1",3253,"morning",100
"5c6039c8c5405100016c90ab",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",10,"Recall1",3453,"morning",100
"5d5c6cc6f68762001a9009e0",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",20,"Recall1",1058,"",0
"5db6e588867c22000dfffa54",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",50,"Recall1",2783,"HEAT",0
"5e378948cd9d1670b2b86a51",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",95,"Recall1",6830,"heat",0
"5e558d73a9fedb0a01f7987c",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",20,"Recall1",3275,"morning",100
"5edbb0a767bf0083cc63bd5c",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",45,"Recall1",4324,"morning",100
"5ee96e3da75e4919e8822d0c",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",20,"Recall1",4904,"morning",100
"5f0f190c5fc48a0636bd891e",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",15,"Recall1",3024,"morning",100
"5f12900e0ad01c209b1fade9",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",88,"Recall1",4557,"control",0
"5f1eadf617e7c80008b0d2ae",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",20,"Recall1",2389,"",0
"904025",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",45,"Recall1",9459,"Monitor ",0
"w10002554",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",50,"Recall1",2518,"",0
"w10042723",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",90,"Recall1",3386,"morning",100
"w10058488_mev",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",59,"Recall1",4177,"morning",100
"w953508",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",45,"Recall1",3457,"morning",100
"w990838_amn",17,"Pure U","TEMPERATURE","MORNING","Study1","U","Study Phase",80,"Recall1",3100,"morning",100
"337079",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",75,"Recall1",5594,"Contest",100
"57adbbe8bcf54e000152816b",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",50,"Recall1",2633,"",0
"5c43c3a3e72e1c000146e886",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",10,"Recall1",7747,"",0
"5c6039c8c5405100016c90ab",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",1,"Recall1",5401,"thin",0
"5d5c6cc6f68762001a9009e0",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",20,"Recall1",3153,"",0
"5db6e588867c22000dfffa54",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",45,"Recall1",4928,"BEANS",0
"5e378948cd9d1670b2b86a51",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",30,"Recall1",6405,"Drink",0
"5e558d73a9fedb0a01f7987c",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",0,"Recall1",4518,"",0
"5edbb0a767bf0083cc63bd5c",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",32,"Recall1",2718,"",0
"5ee96e3da75e4919e8822d0c",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",50,"Recall1",2973,"",0
"5f0f190c5fc48a0636bd891e",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",31,"Recall1",3962,"contest",100
"5f12900e0ad01c209b1fade9",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",79,"Recall1",3601,"contest",100
"5f1eadf617e7c80008b0d2ae",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",20,"Recall1",2453,"",0
"904025",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",0,"Recall1",12918,"Banana",0
"w10002554",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",30,"Recall1",2405,"thin",0
"w10042723",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",20,"Recall1",14171,"compete",0
"w10058488_mev",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",64,"Recall1",4236,"contest",100
"w953508",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",80,"Recall1",849,"",0
"w990838_amn",17,"Pure U","THICK","CONTEST","Study1","U","Study Phase",10,"Recall1",6464,"parcel",0
"337079",17,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase",1,"Recall1",936,"",0
"57adbbe8bcf54e000152816b",17,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase",80,"Recall1",10910,"PRIDE",0
"5c43c3a3e72e1c000146e886",17,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase",20,"Recall1",4019,"service",0
"5c6039c8c5405100016c90ab",17,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase",5,"Recall1",2670,"",0
"5d5c6cc6f68762001a9009e0",17,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase",20,"Recall1",5187,"",0
"5db6e588867c22000dfffa54",17,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase",50,"Recall1",3365,"ROAD",0
"5e378948cd9d1670b2b86a51",17,"Pure U","VEHICLE","CHARM","Study1","U","Study Phase",5,"Recall1",6576,"car",0
