"Trial.ID","Sub.ID","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Trial.Type","JOL.RT","Response.JOL","Response.RT.1","Responses","Response.Accuracy","Answer","Scored"
589,"5f8dc2ee68198210fa895827",3,"Control A","PET","moon","Study1","U","JOL",5466,"40",4739,"moon",100,"moon",1
590,"5f8dc2ee68198210fa895827",3,"Control A","RESIST","glue","Study1","U","JOL",3623,"80",9348,"glue",100,"glue",1
591,"5f8dc2ee68198210fa895827",3,"Control A","RIPE","verify","Study1","U","JOL",4623,"40",2257,"",0,"verify",0
592,"5f8dc2ee68198210fa895827",3,"Control A","ROSE","neglect","Study1","U","JOL",7287,"40",5088,"warning",28.571428571429,"neglect",0
593,"5f8dc2ee68198210fa895827",3,"Control A","SHELL","shake","Study1","U","JOL",11695,"60",9185,"shaky",80,"shake",1
594,"5f8dc2ee68198210fa895827",3,"Control A","STRESS","yam","Study1","U","JOL",8514,"35",3588,"",0,"yam",0
595,"5f8dc2ee68198210fa895827",3,"Control A","STRETCH","cloth","Study1","U","JOL",3322,"60",5352,"fabric",18.181818181818,"cloth",0
596,"5f8dc2ee68198210fa895827",3,"Control A","TAX","owl","Study1","U","JOL",5195,"50",6225,"",0,"owl",0
597,"5f8dc2ee68198210fa895827",3,"Control A","TEMPERATURE","morning","Study1","U","JOL",3777,"70",4812,"morning",100,"morning",1
598,"5f8dc2ee68198210fa895827",3,"Control A","THICK","contest","Study1","U","JOL",5729,"35",1607,"",0,"contest",0
599,"5f8dc2ee68198210fa895827",3,"Control A","VEHICLE","charm","Study1","U","JOL",3792,"60",2308,"",0,"charm",0
600,"5f8dc2ee68198210fa895827",3,"Control A","WARN","sea","Study1","U","JOL",4731,"50",16747,"sea",100,"sea",1
601,"5f8dc2ee68198210fa895827",3,"Control A","ACCIDENT","strong","Study2","U","JOL",4282,"40",9102,"serious",46.153846153846,"strong",0
602,"5f8dc2ee68198210fa895827",3,"Control A","ADD","valley","Study2","U","JOL",4876,"25",903,"",0,"valley",0
603,"5f8dc2ee68198210fa895827",3,"Control A","BELT","soon","Study2","U","JOL",2908,"20",3759,"soon",100,"soon",1
604,"5f8dc2ee68198210fa895827",3,"Control A","BRONZE","artery","Study2","U","JOL",6287,"15",1221,"",0,"artery",0
605,"5f8dc2ee68198210fa895827",3,"Control A","Business","death","Study2","U","JOL",3216,"50",10301,"death",100,"death",1
606,"5f8dc2ee68198210fa895827",3,"Control A","CAR","happy","Study2","U","JOL",4946,"20",5544,"happy",100,"happy",1
607,"5f8dc2ee68198210fa895827",3,"Control A","CLUTTER","pusher","Study2","U","JOL",4445,"20",8418,"",0,"pusher",0
608,"5f8dc2ee68198210fa895827",3,"Control A","DESIRE","noise","Study2","U","JOL",4018,"20",6217,"",0,"noise",0
609,"5f8dc2ee68198210fa895827",3,"Control A","DETECT","free","Study2","U","JOL",4092,"30",7038,"",0,"free",0
610,"5f8dc2ee68198210fa895827",3,"Control A","FLOAT","harmony","Study2","U","JOL",4063,"30",1620,"",0,"harmony",0
611,"5f8dc2ee68198210fa895827",3,"Control A","FLOOR","discover","Study2","U","JOL",3583,"30",9213,"discover",100,"discover",1
612,"5f8dc2ee68198210fa895827",3,"Control A","GUARD","wheel","Study2","U","JOL",2498,"10",9517,"shield",54.545454545455,"wheel",0
613,"5f8dc2ee68198210fa895827",3,"Control A","HAND","fix","Study2","U","JOL",2631,"50",4819,"thumb",0,"fix",0
614,"5f8dc2ee68198210fa895827",3,"Control A","HUNGRY","park","Study2","U","JOL",4622,"20",4054,"park",100,"park",1
615,"5f8dc2ee68198210fa895827",3,"Control A","JELLY","naughty","Study2","U","JOL",6812,"30",5000,"",0,"naughty",0
616,"5f8dc2ee68198210fa895827",3,"Control A","LAKE","opinion","Study2","U","JOL",3950,"20",12791,"",0,"opinion",0
617,"5f8dc2ee68198210fa895827",3,"Control A","LION","art","Study2","U","JOL",2874,"50",3615,"art",100,"art",1
618,"5f8dc2ee68198210fa895827",3,"Control A","MUTE","wave","Study2","U","JOL",4178,"25",1827,"",0,"wave",0
619,"5f8dc2ee68198210fa895827",3,"Control A","NULL","cough","Study2","U","JOL",4336,"20",8701,"",0,"cough",0
620,"5f8dc2ee68198210fa895827",3,"Control A","POSITION","machine","Study2","U","JOL",3707,"30",2366,"",0,"machine",0
621,"5f8dc2ee68198210fa895827",3,"Control A","PUFF","number","Study2","U","JOL",5282,"10",5634,"number",100,"number",1
622,"5f8dc2ee68198210fa895827",3,"Control A","READY","corn","Study2","U","JOL",7269,"25",3960,"",0,"corn",0
623,"5f8dc2ee68198210fa895827",3,"Control A","RIDDLE","sugar","Study2","U","JOL",6824,"10",10014,"sweet",20,"sugar",0
624,"5f8dc2ee68198210fa895827",3,"Control A","ROAD","scent","Study2","U","JOL",3104,"10",11738,"scent",100,"scent",1
625,"5f8dc2ee68198210fa895827",3,"Control A","SACKING","dietary","Study2","U","JOL",5530,"10",2049,"",0,"dietary",0
626,"5f8dc2ee68198210fa895827",3,"Control A","SICK","hide","Study2","U","JOL",3439,"30",3104,"",0,"hide",0
627,"5f8dc2ee68198210fa895827",3,"Control A","SIGHT","debate","Study2","U","JOL",4456,"35",3615,"",0,"debate",0
628,"5f8dc2ee68198210fa895827",3,"Control A","SIGHT","debate","Study2","U","JOL",7959,"45",1430,"",0,"debate",0
629,"5f8dc2ee68198210fa895827",3,"Control A","SLIM","know","Study2","U","JOL",9618,"35",3567,"",0,"know",0
630,"5f8dc2ee68198210fa895827",3,"Control A","SMOOTH","omit","Study2","U","JOL",4482,"25",3325,"",0,"omit",0
631,"5f8dc2ee68198210fa895827",3,"Control A","SPELL","bone","Study2","U","JOL",5660,"30",5186,"bones",88.888888888889,"bone",1
632,"5f8dc2ee68198210fa895827",3,"Control A","STOMACH","town","Study2","U","JOL",4193,"5",2029,"",0,"town",0
633,"5f8dc2ee68198210fa895827",3,"Control A","SWING","fog","Study2","U","JOL",3250,"20",2065,"",0,"fog",0
634,"5f8dc2ee68198210fa895827",3,"Control A","SYSTEM","lick","Study2","U","JOL",3944,"20",6494,"",0,"lick",0
635,"5f8dc2ee68198210fa895827",3,"Control A","TUCK","allow","Study2","U","JOL",3408,"10",1402,"",0,"allow",0
636,"5f8dc2ee68198210fa895827",3,"Control A","VASE","king","Study2","U","JOL",4814,"20",3012,"king",100,"king",1
637,"5f8dc2ee68198210fa895827",3,"Control A","WASTE","sedate","Study2","U","JOL",5255,"15",13457,"",0,"sedate",0
638,"5f8dc2ee68198210fa895827",3,"Control A","WOMAN","lift","Study2","U","JOL",2263,"10",4541,"",0,"lift",0
639,"5f8dc2ee68198210fa895827",3,"Control A","WOULD","cash","Study2","U","JOL",3703,"30",1362,"",0,"cash",0
640,"5f8dc2ee68198210fa895827",3,"Control A","ZOO","thumb","Study2","U","JOL",5025,"40",4950,"hand",22.222222222222,"thumb",0
641,"W10001293_KMR",3,"Control A","BAT","shaky","Study1","U","JOL",4205,"2",12594,"man",25,"shaky",0
642,"W10001293_KMR",3,"Control A","BOTH","ounce","Study1","U","JOL",4480,"0",19710,"of",28.571428571429,"ounce",0
643,"W10001293_KMR",3,"Control A","BROAD","infect","Study1","U","JOL",51368,"0",29871,"wide",40,"infect",0
644,"W10001293_KMR",3,"Control A","CAKE","clothes","Study1","U","JOL",5488,"10",11270,"chocolate",37.5,"clothes",0
645,"W10001293_KMR",3,"Control A","CRACKLE","able","Study1","U","JOL",11302,"0",16294,"barrel ",40,"able",0
646,"W10001293_KMR",3,"Control A","CRAYON","rate","Study1","U","JOL",69838,"0",23307,"color",22.222222222222,"rate",0
647,"W10001293_KMR",3,"Control A","DEGREE","chair","Study1","U","JOL",17875,"70",9215,"school",36.363636363636,"chair",0
648,"W10001293_KMR",3,"Control A","DIFFICULT","poor","Study1","U","JOL",6755,"20",73785,"hard",25,"poor",0
649,"W10001293_KMR",3,"Control A","DIZZY","sweater","Study1","U","JOL",7153,"8",14509,"sleep",50,"sweater",0
650,"W10001293_KMR",3,"Control A","DONKEY","lush","Study1","U","JOL",7820,"0",5984,"king",0,"lush",0
651,"W10001293_KMR",3,"Control A","FUTURE","sincere","Study1","U","JOL",137514,"0",27630,"husband ",28.571428571429,"sincere",0
652,"W10001293_KMR",3,"Control A","FUZZY","bang","Study1","U","JOL",6165,"0",8062,"hair",25,"bang",0
653,"W10001293_KMR",3,"Control A","GIVE","steak","Study1","U","JOL",12502,"0",4342,"take",66.666666666667,"steak",0
654,"W10001293_KMR",3,"Control A","GRIND","stand","Study1","U","JOL",4881,"5",11193,"work",0,"stand",0
655,"W10001293_KMR",3,"Control A","INFLATE","disgust","Study1","U","JOL",3733,"5",18798,"balloon ",0,"disgust",0
656,"W10001293_KMR",3,"Control A","JUSTICE","maroon","Study1","U","JOL",4336,"0",5437,"league",16.666666666667,"maroon",0
657,"W10001293_KMR",3,"Control A","KEYS","joke","Study1","U","JOL",7785,"0",21034,"lock",50,"joke",0
658,"W10001293_KMR",3,"Control A","LEASE","toil","Study1","U","JOL",2973,"0",54634,"apartment ",15.384615384615,"toil",0
659,"W10001293_KMR",3,"Control A","LISTEN","fiction","Study1","U","JOL",67932,"9",7532,"hear",0,"fiction",0
660,"W10001293_KMR",3,"Control A","LOAN","sign","Study1","U","JOL",5808,"0",7950,"money",22.222222222222,"sign",0
661,"W10001293_KMR",3,"Control A","MAIN","scar","Study1","U","JOL",6943,"0",7197,"street",40,"scar",0
662,"W10001293_KMR",3,"Control A","MAZE","election","Study1","U","JOL",8119,"10",30021,"runner",14.285714285714,"election",0
663,"W10001293_KMR",3,"Control A","MEAT","obtain","Study1","U","JOL",6624,"0",8846,"ball",40,"obtain",0
664,"W10001293_KMR",3,"Control A","MIRROR","children","Study1","U","JOL",87526,"5",46734,"reflect",26.666666666667,"children",0
665,"W10001293_KMR",3,"Control A","MOAT","clear","Study1","U","JOL",4083,"0",47545,"lie",50,"clear",0
666,"W10001293_KMR",3,"Control A","NAME","hate","Study1","U","JOL",69928,"70",6441,"tag",28.571428571429,"hate",0
667,"W10001293_KMR",3,"Control A","NUMBER","hard","Study1","U","JOL",19827,"10",6434,"two",0,"hard",0
668,"W10001293_KMR",3,"Control A","PARCEL","throat","Study1","U","JOL",25930,"0",43211,"couch",18.181818181818,"throat",0
669,"W10001293_KMR",3,"Control A","PET","moon","Study1","U","JOL",4748,"0",16410,"dog",28.571428571429,"moon",0
670,"W10001293_KMR",3,"Control A","RESIST","glue","Study1","U","JOL",7789,"10",20745,"train",0,"glue",0
671,"W10001293_KMR",3,"Control A","RIPE","verify","Study1","U","JOL",9018,"0",8786,"fruit",18.181818181818,"verify",0
672,"W10001293_KMR",3,"Control A","ROSE","neglect","Study1","U","JOL",89888,"20",5717,"petal",33.333333333333,"neglect",0
673,"W10001293_KMR",3,"Control A","SHELL","shake","Study1","U","JOL",62586,"50",4777,"oyster",36.363636363636,"shake",0
674,"W10001293_KMR",3,"Control A","STRESS","yam","Study1","U","JOL",4513,"2",5519,"relief",0,"yam",0
675,"W10001293_KMR",3,"Control A","STRETCH","cloth","Study1","U","JOL",31817,"50",7469,"back",22.222222222222,"cloth",0
676,"W10001293_KMR",3,"Control A","TAX","owl","Study1","U","JOL",9738,"1",9339,"income",22.222222222222,"owl",0
677,"W10001293_KMR",3,"Control A","TEMPERATURE","morning","Study1","U","JOL",5359,"60",19608,"morning ",100,"morning",1
678,"W10001293_KMR",3,"Control A","THICK","contest","Study1","U","JOL",8765,"70",19610,"big",0,"contest",0
679,"W10001293_KMR",3,"Control A","VEHICLE","charm","Study1","U","JOL",6313,"2",4115,"car",75,"charm",1
680,"W10001293_KMR",3,"Control A","WARN","sea","Study1","U","JOL",7525,"20",6489,"you",0,"sea",0
681,"W10001293_KMR",3,"Control A","ACCIDENT","strong","Study2","U","JOL",8412,"2",7133,"report",33.333333333333,"strong",0
682,"W10001293_KMR",3,"Control A","ADD","valley","Study2","U","JOL",22122,"1",8621,"subtract",14.285714285714,"valley",0
683,"W10001293_KMR",3,"Control A","BELT","soon","Study2","U","JOL",7187,"0",42945,"loop",50,"soon",1
684,"W10001293_KMR",3,"Control A","BRONZE","artery","Study2","U","JOL",9690,"0",10986,"metal",18.181818181818,"artery",0
685,"W10001293_KMR",3,"Control A","Business","death","Study2","U","JOL",5648,"0",7138,"card",22.222222222222,"death",0
686,"W10001293_KMR",3,"Control A","CAR","happy","Study2","U","JOL",9274,"70",6132,"happy",100,"happy",1
687,"W10001293_KMR",3,"Control A","CLUTTER","pusher","Study2","U","JOL",3553,"0",7303,"clothes",30.769230769231,"pusher",0
688,"W10001293_KMR",3,"Control A","DESIRE","noise","Study2","U","JOL",71017,"0",18121,"waste",40,"noise",0
689,"W10001293_KMR",3,"Control A","DESIRE","noise","Study2","U","JOL",7978,"5",32485,"waste",40,"noise",0
690,"W10001293_KMR",3,"Control A","DETECT","free","Study2","U","JOL",5376,"1",14214,"seek",50,"free",0
691,"W10001293_KMR",3,"Control A","FLOOR","discover","Study2","U","JOL",5886,"5",10801,"mop",18.181818181818,"discover",0
692,"W10001293_KMR",3,"Control A","GUARD","wheel","Study2","U","JOL",12170,"1",39421,"body",0,"wheel",0
693,"W10001293_KMR",3,"Control A","HAND","fix","Study2","U","JOL",5301,"7",11123,"arm",0,"fix",0
694,"W10001293_KMR",3,"Control A","HUNGRY","park","Study2","U","JOL",6600,"0",9498,"food",0,"park",0
695,"W10001293_KMR",3,"Control A","JELLY","naughty","Study2","U","JOL",13568,"1",7248,"bean",18.181818181818,"naughty",0
696,"W10001293_KMR",3,"Control A","LAKE","opinion","Study2","U","JOL",3298,"0",5976,"pond",54.545454545455,"opinion",0
697,"W10001293_KMR",3,"Control A","LION","art","Study2","U","JOL",5820,"1",20296,"pit",33.333333333333,"art",1
698,"W10001293_KMR",3,"Control A","MUTE","wave","Study2","U","JOL",4035,"0",9631,"quiet",22.222222222222,"wave",0
699,"W10001293_KMR",3,"Control A","NULL","cough","Study2","U","JOL",4141,"0",32567,"void",22.222222222222,"cough",0
700,"W10001293_KMR",3,"Control A","POSITION","machine","Study2","U","JOL",16998,"7",26269,"form",18.181818181818,"machine",0
701,"W10001293_KMR",3,"Control A","PUFF","number","Study2","U","JOL",10317,"5",5900,"pass",0,"number",0
702,"W10001293_KMR",3,"Control A","PUT","roll","Study2","U","JOL",4163,"2",4983,"out",28.571428571429,"roll",0
703,"W10001293_KMR",3,"Control A","READY","corn","Study2","U","JOL",7595,"10",5135,"go",33.333333333333,"corn",0
704,"W10001293_KMR",3,"Control A","RIDDLE","sugar","Study2","U","JOL",5801,"0",8148,"poet",0,"sugar",0
705,"W10001293_KMR",3,"Control A","ROAD","scent","Study2","U","JOL",4400,"0",26430,"trip",22.222222222222,"scent",0
706,"W10001293_KMR",3,"Control A","SACKING","dietary","Study2","U","JOL",52257,"0",40274,"lunch",0,"dietary",0
707,"W10001293_KMR",3,"Control A","SICK","hide","Study2","U","JOL",24825,"1",11520,"him",57.142857142857,"hide",1
708,"W10001293_KMR",3,"Control A","SIGHT","debate","Study2","U","JOL",5145,"0",7132,"see",44.444444444444,"debate",0
709,"W10001293_KMR",3,"Control A","SLIM","know","Study2","U","JOL",6389,"2",6292,"fit",0,"know",0
710,"W10001293_KMR",3,"Control A","SMOOTH","omit","Study2","U","JOL",3488,"0",13720,"criminal ",33.333333333333,"omit",0
711,"W10001293_KMR",3,"Control A","SPELL","bone","Study2","U","JOL",4619,"0",14205,"you",28.571428571429,"bone",0
712,"W10001293_KMR",3,"Control A","STOMACH","town","Study2","U","JOL",9943,"0",23003,"pain",25,"town",0
713,"W10001293_KMR",3,"Control A","SWING","fog","Study2","U","JOL",4191,"0",6575,"set",0,"fog",0
714,"W10001293_KMR",3,"Control A","SYSTEM","lick","Study2","U","JOL",4753,"0",34438,"lock",75,"lick",1
715,"W10001293_KMR",3,"Control A","TUCK","allow","Study2","U","JOL",5406,"0",44497,"hide",0,"allow",0
716,"W10001293_KMR",3,"Control A","VASE","king","Study2","U","JOL",12632,"1",7709,"flower",0,"king",0
717,"W10001293_KMR",3,"Control A","WASTE","sedate","Study2","U","JOL",3517,"0",9141,"basket",33.333333333333,"sedate",0
718,"W10001293_KMR",3,"Control A","WOMAN","lift","Study2","U","JOL",14333,"1",30755,"kids",25,"lift",0
719,"W10001293_KMR",3,"Control A","WOULD","cash","Study2","U","JOL",8647,"0",4805,"you",0,"cash",0
720,"W10001293_KMR",3,"Control A","ZOO","thumb","Study2","U","JOL",6353,"0",8393,"animal",18.181818181818,"thumb",0
721,"W10027383_MES",3,"Control A","BAT","shaky","Study1","U","JOL",5500,"15",3049,"moon",0,"shaky",0
722,"W10027383_MES",3,"Control A","BOTH","ounce","Study1","U","JOL",2549,"1",4010,"",0,"ounce",0
723,"W10027383_MES",3,"Control A","BROAD","infect","Study1","U","JOL",3287,"16",10972,"moon",20,"infect",0
724,"W10027383_MES",3,"Control A","CAKE","clothes","Study1","U","JOL",1807,"3",6885,"",0,"clothes",0
725,"W10027383_MES",3,"Control A","CRACKLE","able","Study1","U","JOL",3215,"35",2104,"",0,"able",0
726,"W10027383_MES",3,"Control A","CRAYON","rate","Study1","U","JOL",9237,"35",5417,"draw",50,"rate",0
727,"W10027383_MES",3,"Control A","DEGREE","chair","Study1","U","JOL",2167,"10",12308,"election",30.769230769231,"chair",0
728,"W10027383_MES",3,"Control A","DIFFICULT","poor","Study1","U","JOL",4099,"40",6173,"sky",0,"poor",0
729,"W10027383_MES",3,"Control A","DIZZY","sweater","Study1","U","JOL",7198,"35",3486,"green",16.666666666667,"sweater",0
730,"W10027383_MES",3,"Control A","DONKEY","lush","Study1","U","JOL",2734,"10",3198,"horse",22.222222222222,"lush",0
731,"W10027383_MES",3,"Control A","FUTURE","sincere","Study1","U","JOL",2822,"1",4293,"moon",18.181818181818,"sincere",0
732,"W10027383_MES",3,"Control A","FUZZY","bang","Study1","U","JOL",2879,"78",7771,"owl",0,"bang",0
733,"W10027383_MES",3,"Control A","GIVE","steak","Study1","U","JOL",2745,"10",4375,"police",18.181818181818,"steak",0
734,"W10027383_MES",3,"Control A","GRIND","stand","Study1","U","JOL",5212,"10",18628,"",0,"stand",0
735,"W10027383_MES",3,"Control A","INFLATE","disgust","Study1","U","JOL",4707,"29",4643,"",0,"disgust",0
736,"W10027383_MES",3,"Control A","JUSTICE","maroon","Study1","U","JOL",2610,"2",3402,"election",28.571428571429,"maroon",0
737,"W10027383_MES",3,"Control A","KEYS","joke","Study1","U","JOL",4219,"13",19628,"man",0,"joke",0
738,"W10027383_MES",3,"Control A","LEASE","toil","Study1","U","JOL",12143,"20",3519,"",0,"toil",0
739,"W10027383_MES",3,"Control A","LISTEN","fiction","Study1","U","JOL",2189,"10",9533,"time",36.363636363636,"fiction",0
740,"W10027383_MES",3,"Control A","LOAN","sign","Study1","U","JOL",3730,"60",2694,"moon",25,"sign",0
741,"W10027383_MES",3,"Control A","MAIN","scar","Study1","U","JOL",5990,"50",4923,"sweater",54.545454545455,"scar",0
742,"W10027383_MES",3,"Control A","MAZE","election","Study1","U","JOL",4170,"80",8209,"sweater",26.666666666667,"election",0
743,"W10027383_MES",3,"Control A","MEAT","obtain","Study1","U","JOL",3860,"20",12714,"",0,"obtain",0
744,"W10027383_MES",3,"Control A","MIRROR","children","Study1","U","JOL",3028,"5",20514,"",0,"children",0
745,"W10027383_MES",3,"Control A","MOAT","clear","Study1","U","JOL",3502,"24",8727,"",0,"clear",0
746,"W10027383_MES",3,"Control A","NAME","hate","Study1","U","JOL",5779,"12",7755,"",0,"hate",0
747,"W10027383_MES",3,"Control A","NUMBER","hard","Study1","U","JOL",7882,"45",5404,"owl",0,"hard",0
748,"W10027383_MES",3,"Control A","PARCEL","throat","Study1","U","JOL",6986,"3",11381,"sky",0,"throat",0
749,"W10027383_MES",3,"Control A","PET","moon","Study1","U","JOL",3077,"80",2758,"play",0,"moon",0
750,"W10027383_MES",3,"Control A","RESIST","glue","Study1","U","JOL",3914,"55",3525,"police",40,"glue",0
751,"W10027383_MES",3,"Control A","RIPE","verify","Study1","U","JOL",3274,"20",11935,"",0,"verify",0
752,"W10027383_MES",3,"Control A","ROSE","neglect","Study1","U","JOL",3880,"10",6168,"heat",36.363636363636,"neglect",0
753,"W10027383_MES",3,"Control A","SHELL","shake","Study1","U","JOL",2616,"10",6213,"",0,"shake",0
754,"W10027383_MES",3,"Control A","STRESS","yam","Study1","U","JOL",3697,"40",5030,"",0,"yam",0
755,"W10027383_MES",3,"Control A","STRETCH","cloth","Study1","U","JOL",5277,"40",8158,"",0,"cloth",0
756,"W10027383_MES",3,"Control A","TAX","owl","Study1","U","JOL",2471,"95",5898,"police",44.444444444444,"owl",0
757,"W10027383_MES",3,"Control A","TEMPERATURE","morning","Study1","U","JOL",2823,"10",2738,"",0,"morning",0
758,"W10027383_MES",3,"Control A","THICK","contest","Study1","U","JOL",5659,"5",6017,"police",30.769230769231,"contest",0
759,"W10027383_MES",3,"Control A","VEHICLE","charm","Study1","U","JOL",5340,"5",28001,"",0,"charm",0
760,"W10027383_MES",3,"Control A","WARN","sea","Study1","U","JOL",5197,"20",13652,"moon",0,"sea",0
761,"W10027383_MES",3,"Control A","ACCIDENT","strong","Study2","U","JOL",4286,"20",1995,"",0,"strong",0
762,"W10027383_MES",3,"Control A","ADD","valley","Study2","U","JOL",1893,"10",3283,"subtract",14.285714285714,"valley",0
763,"W10027383_MES",3,"Control A","BELT","soon","Study2","U","JOL",2498,"10",3874,"strap",22.222222222222,"soon",0
764,"W10027383_MES",3,"Control A","BRONZE","artery","Study2","U","JOL",2756,"5",3416,"",0,"artery",0
765,"W10027383_MES",3,"Control A","Business","death","Study2","U","JOL",6980,"90",2017,"",0,"death",0
766,"W10027383_MES",3,"Control A","CAR","happy","Study2","U","JOL",2737,"50",4486,"happy",100,"happy",1
767,"W10027383_MES",3,"Control A","CLUTTER","pusher","Study2","U","JOL",6586,"20",1903,"",0,"pusher",0
768,"W10027383_MES",3,"Control A","DESIRE","noise","Study2","U","JOL",3794,"10",2603,"",0,"noise",0
769,"W10027383_MES",3,"Control A","DETECT","free","Study2","U","JOL",2736,"5",2797,"",0,"free",0
770,"W10027383_MES",3,"Control A","FLOAT","harmony","Study2","U","JOL",3001,"20",3002,"",0,"harmony",0
771,"W10027383_MES",3,"Control A","FLOOR","discover","Study2","U","JOL",2976,"20",3223,"ceiling",26.666666666667,"discover",0
772,"W10027383_MES",3,"Control A","GUARD","wheel","Study2","U","JOL",3208,"30",3750,"police",18.181818181818,"wheel",0
773,"W10027383_MES",3,"Control A","HAND","fix","Study2","U","JOL",4630,"60",5938,"foot",28.571428571429,"fix",0
774,"W10027383_MES",3,"Control A","HUNGRY","park","Study2","U","JOL",4962,"10",8026,"full",0,"park",0
775,"W10027383_MES",3,"Control A","JELLY","naughty","Study2","U","JOL",5386,"75",6662,"naughty",100,"naughty",1
776,"W10027383_MES",3,"Control A","LAKE","opinion","Study2","U","JOL",4389,"20",2163,"river",16.666666666667,"opinion",0
777,"W10027383_MES",3,"Control A","LION","art","Study2","U","JOL",2417,"50",5477,"animal",22.222222222222,"art",0
778,"W10027383_MES",3,"Control A","MUTE","wave","Study2","U","JOL",4442,"12",5231,"zoom",0,"wave",0
779,"W10027383_MES",3,"Control A","NULL","cough","Study2","U","JOL",3536,"15",3536,"",0,"cough",0
780,"W10027383_MES",3,"Control A","POSITION","machine","Study2","U","JOL",7467,"40",6620,"low",0,"machine",0
781,"W10027383_MES",3,"Control A","PUFF","number","Study2","U","JOL",2300,"10",2930,"",0,"number",0
782,"W10027383_MES",3,"Control A","PUT","roll","Study2","U","JOL",7655,"50",7160,"",0,"roll",0
783,"W10027383_MES",3,"Control A","READY","corn","Study2","U","JOL",2272,"60",5735,"go",33.333333333333,"corn",0
784,"W10027383_MES",3,"Control A","RIDDLE","sugar","Study2","U","JOL",2486,"3",1266,"",0,"sugar",0
785,"W10027383_MES",3,"Control A","ROAD","scent","Study2","U","JOL",3387,"30",4475,"",0,"scent",0
786,"W10027383_MES",3,"Control A","SACKING","dietary","Study2","U","JOL",3074,"10",1350,"",0,"dietary",0
787,"W10027383_MES",3,"Control A","SACKING","dietary","Study2","U","JOL",6341,"20",1536,"",0,"dietary",0
788,"W10027383_MES",3,"Control A","SICK","hide","Study2","U","JOL",4649,"20",5237,"dull",25,"hide",0
789,"W10027383_MES",3,"Control A","SIGHT","debate","Study2","U","JOL",4952,"40",2298,"",0,"debate",0
790,"W10027383_MES",3,"Control A","SLIM","know","Study2","U","JOL",2003,"10",2283,"",0,"know",0
791,"W10027383_MES",3,"Control A","SMOOTH","omit","Study2","U","JOL",5364,"30",9710,"rough",22.222222222222,"omit",0
792,"W10027383_MES",3,"Control A","SPELL","bone","Study2","U","JOL",2751,"10",5193,"cast",0,"bone",0
793,"W10027383_MES",3,"Control A","STOMACH","town","Study2","U","JOL",4771,"10",3066,"",0,"town",0
794,"W10027383_MES",3,"Control A","SYSTEM","lick","Study2","U","JOL",4179,"10",3196,"",0,"lick",0
795,"W10027383_MES",3,"Control A","TUCK","allow","Study2","U","JOL",3494,"12",3466,"",0,"allow",0
796,"W10027383_MES",3,"Control A","VASE","king","Study2","U","JOL",2566,"20",4866,"ring",75,"king",1
797,"W10027383_MES",3,"Control A","WASTE","sedate","Study2","U","JOL",3486,"60",2008,"",0,"sedate",0
798,"W10027383_MES",3,"Control A","WOMAN","lift","Study2","U","JOL",3188,"75",4213,"",0,"lift",0
799,"W10027383_MES",3,"Control A","WOULD","cash","Study2","U","JOL",5736,"25",1818,"",0,"cash",0
800,"W10027383_MES",3,"Control A","ZOO","thumb","Study2","U","JOL",3292,"25",3957,"animal",18.181818181818,"thumb",0
801,"w10027834",3,"Control A","BAT","shaky","Study1","U","JOL",4636,"50",9356,"shaky",100,"shaky",1
802,"w10027834",3,"Control A","BOTH","ounce","Study1","U","JOL",5152,"25",18755,"ounce",100,"ounce",1
803,"w10027834",3,"Control A","BROAD","infect","Study1","U","JOL",4205,"25",12649,"",0,"infect",0
804,"w10027834",3,"Control A","CAKE","clothes","Study1","U","JOL",10694,"50",4092,"clothes",100,"clothes",1
805,"w10027834",3,"Control A","CRACKLE","able","Study1","U","JOL",5798,"25",6065,"able",100,"able",1
806,"w10027834",3,"Control A","CRAYON","rate","Study1","U","JOL",7676,"20",5652,"",0,"rate",0
807,"w10027834",3,"Control A","DEGREE","chair","Study1","U","JOL",10038,"25",6202,"chair",100,"chair",1
808,"w10027834",3,"Control A","DIFFICULT","poor","Study1","U","JOL",8158,"50",5109,"poor",100,"poor",1
809,"w10027834",3,"Control A","DIZZY","sweater","Study1","U","JOL",7035,"15",11879,"",0,"sweater",0
810,"w10027834",3,"Control A","DONKEY","lush","Study1","U","JOL",9131,"15",4653,"lush",100,"lush",1
811,"w10027834",3,"Control A","FUTURE","sincere","Study1","U","JOL",9365,"15",9377,"",0,"sincere",0
812,"w10027834",3,"Control A","FUZZY","bang","Study1","U","JOL",4444,"50",15788,"",0,"bang",0
813,"w10027834",3,"Control A","GIVE","steak","Study1","U","JOL",4698,"25",29141,"take",66.666666666667,"steak",0
814,"w10027834",3,"Control A","GRIND","stand","Study1","U","JOL",9064,"20",5175,"stand",100,"stand",1
815,"w10027834",3,"Control A","INFLATE","disgust","Study1","U","JOL",13416,"10",11361,"",0,"disgust",0
816,"w10027834",3,"Control A","JUSTICE","maroon","Study1","U","JOL",8242,"20",18582,"",0,"maroon",0
817,"w10027834",3,"Control A","KEYS","joke","Study1","U","JOL",3827,"15",9922,"",0,"joke",0
818,"w10027834",3,"Control A","LEASE","toil","Study1","U","JOL",2660,"5",5685,"",0,"toil",0
