"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Direction","Procedure.Shuffle","JOL","Procedure.Shuffle.1","Response.RT","Response.Response","Recall_Score","Encoding","List_Type"
"904025",17,"Pure U","LEASE","TOIL","Study1","U","Study Phase",0,"Recall1",6811,"Toil",100,"JOL","Pure U"
"w10002554",17,"Pure U","LEASE","TOIL","Study1","U","Study Phase",10,"Recall1",2288,"",0,"JOL","Pure U"
"w10042723",17,"Pure U","LEASE","TOIL","Study1","U","Study Phase",25,"Recall1",12415,"",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","LEASE","TOIL","Study1","U","Study Phase",44,"Recall1",3208,"toil",100,"JOL","Pure U"
"w953508",17,"Pure U","LEASE","TOIL","Study1","U","Study Phase",5,"Recall1",674,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","LEASE","TOIL","Study1","U","Study Phase",5,"Recall1",16147,"tax",0,"JOL","Pure U"
"337079",17,"Pure U","LISTEN","FICTION","Study1","U","Study Phase",1,"Recall1",1102,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","LISTEN","FICTION","Study1","U","Study Phase",10,"Recall1",2430,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","LISTEN","FICTION","Study1","U","Study Phase",80,"Recall1",25272,"talk",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","LISTEN","FICTION","Study1","U","Study Phase",10,"Recall1",4872,"hear",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","LISTEN","FICTION","Study1","U","Study Phase",63,"Recall1",3736,"stop",0,"JOL","Pure U"
"904025",17,"Pure U","LISTEN","FICTION","Study1","U","Study Phase",75,"Recall1",4080,"",0,"JOL","Pure U"
"w10002554",17,"Pure U","LISTEN","FICTION","Study1","U","Study Phase",10,"Recall1",6133,"mic",0,"JOL","Pure U"
"w10042723",17,"Pure U","LISTEN","FICTION","Study1","U","Study Phase",50,"Recall1",19691,"hear",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","LISTEN","FICTION","Study1","U","Study Phase",57,"Recall1",3670,"hear",0,"JOL","Pure U"
"w953508",17,"Pure U","LISTEN","FICTION","Study1","U","Study Phase",90,"Recall1",1560,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","LISTEN","FICTION","Study1","U","Study Phase",35,"Recall1",5903,"",0,"JOL","Pure U"
"337079",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase",1,"Recall1",6605,"Sign",100,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase",10,"Recall1",9993,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase",20,"Recall1",10657,"bank",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase",15,"Recall1",8689,"sign",100,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase",90,"Recall1",4375,"payment",0,"JOL","Pure U"
"904025",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase",100,"Recall1",3373,"Sign",100,"JOL","Pure U"
"w10002554",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase",45,"Recall1",4512,"money",0,"JOL","Pure U"
"w10042723",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase",95,"Recall1",13125,"yard",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase",11,"Recall1",4037,"lease",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase2",72,"Recall2",5600,"sign",100,"JOL","Pure U"
"w953508",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase",80,"Recall1",787,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","LOAN","SIGN","Study1","U","Study Phase",10,"Recall1",14452,"rent",0,"JOL","Pure U"
"337079",17,"Pure U","MAIN","SCAR","Study1","U","Study Phase",1,"Recall1",1108,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","MAIN","SCAR","Study1","U","Study Phase",10,"Recall1",3382,"stage",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","MAIN","SCAR","Study1","U","Study Phase",90,"Recall1",7186,"character",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","MAIN","SCAR","Study1","U","Study Phase",0,"Recall1",2726,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","MAIN","SCAR","Study1","U","Study Phase",89,"Recall1",3879,"character",0,"JOL","Pure U"
"904025",17,"Pure U","MAIN","SCAR","Study1","U","Study Phase",65,"Recall1",7909,"Toast",0,"JOL","Pure U"
"w10002554",17,"Pure U","MAIN","SCAR","Study1","U","Study Phase",35,"Recall1",9098,"attraction ",0,"JOL","Pure U"
"w10042723",17,"Pure U","MAIN","SCAR","Study1","U","Study Phase",70,"Recall1",5446,"",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","MAIN","SCAR","Study1","U","Study Phase",37,"Recall1",8307,"space",0,"JOL","Pure U"
"w953508",17,"Pure U","MAIN","SCAR","Study1","U","Study Phase",4,"Recall1",1028,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","MAIN","SCAR","Study1","U","Study Phase",30,"Recall1",15366,"scar",100,"JOL","Pure U"
"337079",17,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",1,"Recall1",1407,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",10,"Recall1",10475,"legal",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",23,"Recall1",14888,"mixed",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",5,"Recall1",1220,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",23,"Recall1",3381,"Runner",0,"JOL","Pure U"
"904025",17,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",20,"Recall1",3809,"Election",100,"JOL","Pure U"
"w10002554",17,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",10,"Recall1",1074,"",0,"JOL","Pure U"
"w10042723",17,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",80,"Recall1",6094,"election",100,"JOL","Pure U"
"w10058488_mev",17,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",29,"Recall1",5708,"election",100,"JOL","Pure U"
"w953508",17,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",20,"Recall1",1397,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","MAZE","ELECTION","Study1","U","Study Phase",5,"Recall1",20484,"political",0,"JOL","Pure U"
"337079",17,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",1,"Recall1",16555,"portion",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",5,"Recall1",1730,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",70,"Recall1",7167,"need",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",10,"Recall1",6172,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",81,"Recall1",11627,"heat",0,"JOL","Pure U"
"904025",17,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",70,"Recall1",4339,"Obtain ",100,"JOL","Pure U"
"w10002554",17,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",30,"Recall1",3081,"moat ",0,"JOL","Pure U"
"w10042723",17,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",50,"Recall1",25371,"give",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",36,"Recall1",14848,"space",0,"JOL","Pure U"
"w953508",17,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",60,"Recall1",1504,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","MEAT","OBTAIN","Study1","U","Study Phase",5,"Recall1",7048,"parcel",0,"JOL","Pure U"
"337079",17,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase",1,"Recall1",3502,"children",100,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase",5,"Recall1",1622,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase",46,"Recall1",6665,"children",100,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase",0,"Recall1",4770,"children",100,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase",34,"Recall1",9437,"wall",0,"JOL","Pure U"
"904025",17,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase",35,"Recall1",5238,"Children",100,"JOL","Pure U"
"w10002554",17,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase",25,"Recall1",1543,"",0,"JOL","Pure U"
"w10042723",17,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase",95,"Recall1",3945,"children",100,"JOL","Pure U"
"w10058488_mev",17,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase",42,"Recall1",4819,"children",100,"JOL","Pure U"
"w953508",17,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase",12,"Recall1",1007,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","MIRROR","CHILDREN","Study1","U","Study Phase",10,"Recall1",2520,"children",100,"JOL","Pure U"
"337079",17,"Pure U","MOAT","CLEAR","Study1","U","Study Phase",1,"Recall1",1883,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","MOAT","CLEAR","Study1","U","Study Phase",5,"Recall1",2463,"empty",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","MOAT","CLEAR","Study1","U","Study Phase",65,"Recall1",2229,"clear",100,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","MOAT","CLEAR","Study1","U","Study Phase",20,"Recall1",7584,"gap",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","MOAT","CLEAR","Study1","U","Study Phase",26,"Recall1",9535,"boat",0,"JOL","Pure U"
"904025",17,"Pure U","MOAT","CLEAR","Study1","U","Study Phase",55,"Recall1",4916,"Clear",100,"JOL","Pure U"
"w10002554",17,"Pure U","MOAT","CLEAR","Study1","U","Study Phase",10,"Recall1",6097,"goat",0,"JOL","Pure U"
"w10042723",17,"Pure U","MOAT","CLEAR","Study1","U","Study Phase",45,"Recall1",7586,"goat",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","MOAT","CLEAR","Study1","U","Study Phase",38,"Recall1",4868,"clear",100,"JOL","Pure U"
"w953508",17,"Pure U","MOAT","CLEAR","Study1","U","Study Phase",5,"Recall1",1731,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","MOAT","CLEAR","Study1","U","Study Phase",60,"Recall1",2139,"clear",100,"JOL","Pure U"
"337079",17,"Pure U","NAME","HATE","Study1","U","Study Phase",1,"Recall1",1779,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","NAME","HATE","Study1","U","Study Phase",10,"Recall1",3253,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","NAME","HATE","Study1","U","Study Phase",80,"Recall1",29970,"bad",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","NAME","HATE","Study1","U","Study Phase",15,"Recall1",1246,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","NAME","HATE","Study1","U","Study Phase",53,"Recall1",7437,"hate",100,"JOL","Pure U"
"904025",17,"Pure U","NAME","HATE","Study1","U","Study Phase",7,"Recall1",4042,"Hate",100,"JOL","Pure U"
"w10002554",17,"Pure U","NAME","HATE","Study1","U","Study Phase",20,"Recall1",2591,"",0,"JOL","Pure U"
"w10042723",17,"Pure U","NAME","HATE","Study1","U","Study Phase",90,"Recall1",4608,"hate",100,"JOL","Pure U"
"w10058488_mev",17,"Pure U","NAME","HATE","Study1","U","Study Phase",52,"Recall1",4790,"hurt",0,"JOL","Pure U"
"w953508",17,"Pure U","NAME","HATE","Study1","U","Study Phase",5,"Recall1",2346,"hate",100,"JOL","Pure U"
"w990838_amn",17,"Pure U","NAME","HATE","Study1","U","Study Phase",10,"Recall1",4630,"",0,"JOL","Pure U"
"337079",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",1,"Recall1",1011,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",20,"Recall1",1100,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",45,"Recall1",9257,"hard",100,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",15,"Recall1",5599,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",55,"Recall1",5746,"Hard",100,"JOL","Pure U"
"904025",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",50,"Recall1",4185,"Hard",100,"JOL","Pure U"
"904025",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase2",100,"Recall2",3340,"Hard",100,"JOL","Pure U"
"w10002554",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",21,"Recall1",3231,"count ",0,"JOL","Pure U"
"w10042723",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",25,"Recall1",19700,"count",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",68,"Recall1",6790,"hard",100,"JOL","Pure U"
"w953508",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",60,"Recall1",1114,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","NUMBER","HARD","Study1","U","Study Phase",20,"Recall1",6851,"",0,"JOL","Pure U"
"337079",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",5,"Recall1",1016,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",5,"Recall1",1893,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",10,"Recall1",2833,"package",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",0,"Recall1",7618,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",12,"Recall1",6314,"package",0,"JOL","Pure U"
"904025",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",40,"Recall1",3570,"Throat",100,"JOL","Pure U"
"w10002554",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",30,"Recall1",2244,"",0,"JOL","Pure U"
"w10042723",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",15,"Recall1",2609,"",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",66,"Recall1",5438,"throat",100,"JOL","Pure U"
"w953508",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",3,"Recall1",1153,"",0,"JOL","Pure U"
"w953508",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase2",5,"Recall2",751,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","PARCEL","THROAT","Study1","U","Study Phase",40,"Recall1",11354,"throat",100,"JOL","Pure U"
"337079",17,"Pure U","PET","MOON","Study1","U","Study Phase",1,"Recall1",963,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","PET","MOON","Study1","U","Study Phase",10,"Recall1",2761,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","PET","MOON","Study1","U","Study Phase",40,"Recall1",4417,"fuxxy",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","PET","MOON","Study1","U","Study Phase",45,"Recall1",6657,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","PET","MOON","Study1","U","Study Phase",77,"Recall1",20950,"leash",0,"JOL","Pure U"
"904025",17,"Pure U","PET","MOON","Study1","U","Study Phase",0,"Recall1",3629,"Moon",100,"JOL","Pure U"
"w10002554",17,"Pure U","PET","MOON","Study1","U","Study Phase",20,"Recall1",3104,"dog",0,"JOL","Pure U"
"w10002554",17,"Pure U","PET","MOON","Study1","U","Study Phase2",50,"Recall2",2023,"moon",100,"JOL","Pure U"
"w10042723",17,"Pure U","PET","MOON","Study1","U","Study Phase",50,"Recall1",11667,"dog",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","PET","MOON","Study1","U","Study Phase",68,"Recall1",3215,"moon",100,"JOL","Pure U"
"w953508",17,"Pure U","PET","MOON","Study1","U","Study Phase",80,"Recall1",10038,"difficult",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","PET","MOON","Study1","U","Study Phase",20,"Recall1",6819,"name",0,"JOL","Pure U"
"337079",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",1,"Recall1",1056,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",10,"Recall1",7058,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",5,"Recall1",10424,"hard",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",25,"Recall1",3910,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",60,"Recall1",9680,"arrest",0,"JOL","Pure U"
"904025",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",10,"Recall1",6227,"Pencil",0,"JOL","Pure U"
"w10002554",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",20,"Recall1",2553,"",0,"JOL","Pure U"
"w10042723",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",95,"Recall1",3237,"",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",13,"Recall1",5700,"arrest",0,"JOL","Pure U"
"w953508",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",40,"Recall1",624,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","RESIST","GLUE","Study1","U","Study Phase",5,"Recall1",2634,"",0,"JOL","Pure U"
"337079",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",5,"Recall1",931,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",5,"Recall1",5305,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",2,"Recall1",14284,"juicy",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",0,"Recall1",2377,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",11,"Recall1",3904,"",0,"JOL","Pure U"
"904025",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",85,"Recall1",4289,"Verfiy",100,"JOL","Pure U"
"w10002554",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",10,"Recall1",1720,"",0,"JOL","Pure U"
"w10042723",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",25,"Recall1",6044,"",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",68,"Recall1",4510,"verify",100,"JOL","Pure U"
"w953508",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",3,"Recall1",811,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","RIPE","VERIFY","Study1","U","Study Phase",5,"Recall1",31038,"fruit",0,"JOL","Pure U"
"337079",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",1,"Recall1",1289,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",20,"Recall1",12638,"ugly",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",65,"Recall1",8413,"plant",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",0,"Recall1",1354,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",12,"Recall1",4651,"petal",0,"JOL","Pure U"
"904025",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",37,"Recall1",13595,"Neglect",100,"JOL","Pure U"
"w10002554",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",30,"Recall1",6804,"bush",0,"JOL","Pure U"
"w10042723",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",10,"Recall1",9418,"",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",23,"Recall1",8832,"difficult",0,"JOL","Pure U"
"w953508",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",1,"Recall1",484,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","ROSE","NEGLECT","Study1","U","Study Phase",30,"Recall1",9583,"",0,"JOL","Pure U"
"337079",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",1,"Recall1",896,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",5,"Recall1",3183,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",15,"Recall1",6078,"hard",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",30,"Recall1",5414,"shake",100,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",19,"Recall1",2945,"cover",0,"JOL","Pure U"
"904025",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",20,"Recall1",6303,"Snake",100,"JOL","Pure U"
"w10002554",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",50,"Recall1",8298,"fish",0,"JOL","Pure U"
"w10042723",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",60,"Recall1",8689,"crack",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",76,"Recall1",8115,"shake",100,"JOL","Pure U"
"w953508",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",20,"Recall1",1930,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","SHELL","SHAKE","Study1","U","Study Phase",50,"Recall1",4187,"shake",100,"JOL","Pure U"
"337079",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",1,"Recall1",1980,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",5,"Recall1",1376,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",20,"Recall1",9911,"money",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",20,"Recall1",3937,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",17,"Recall1",6094,"ball",0,"JOL","Pure U"
"904025",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",10,"Recall1",3800,"",0,"JOL","Pure U"
"w10002554",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",20,"Recall1",7638,"strong ",0,"JOL","Pure U"
"w10042723",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",90,"Recall1",29048,"",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",57,"Recall1",5398,"yam",100,"JOL","Pure U"
"w953508",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",20,"Recall1",1700,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","STRESS","YAM","Study1","U","Study Phase",3,"Recall1",9681,"",0,"JOL","Pure U"
"337079",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",1,"Recall1",4434,"cloth",100,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",20,"Recall1",1238,"",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",80,"Recall1",9132,"Cloth",100,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",0,"Recall1",11293,"cloth",100,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",62,"Recall1",2431,"marks",0,"JOL","Pure U"
"904025",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",65,"Recall1",7402,"Cake",0,"JOL","Pure U"
"w10002554",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",20,"Recall1",3729,"strong ",0,"JOL","Pure U"
"w10042723",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",15,"Recall1",7321,"",0,"JOL","Pure U"
"w10058488_mev",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",76,"Recall1",4943,"clothes",0,"JOL","Pure U"
"w953508",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",30,"Recall1",798,"",0,"JOL","Pure U"
"w990838_amn",17,"Pure U","STRETCH","CLOTH","Study1","U","Study Phase",60,"Recall1",3868,"sweater",0,"JOL","Pure U"
"337079",17,"Pure U","TAX","OWL","Study1","U","Study Phase",1,"Recall1",861,"",0,"JOL","Pure U"
"5c6039c8c5405100016c90ab",17,"Pure U","TAX","OWL","Study1","U","Study Phase",10,"Recall1",5861,"ration",0,"JOL","Pure U"
"5e378948cd9d1670b2b86a51",17,"Pure U","TAX","OWL","Study1","U","Study Phase",5,"Recall1",7862,"money",0,"JOL","Pure U"
"5ee96e3da75e4919e8822d0c",17,"Pure U","TAX","OWL","Study1","U","Study Phase",0,"Recall1",1837,"",0,"JOL","Pure U"
"5f12900e0ad01c209b1fade9",17,"Pure U","TAX","OWL","Study1","U","Study Phase",43,"Recall1",2938,"refund",0,"JOL","Pure U"
"904025",17,"Pure U","TAX","OWL","Study1","U","Study Phase",25,"Recall1",11809,"Owl",100,"JOL","Pure U"
"w10002554",17,"Pure U","TAX","OWL","Study1","U","Study Phase",45,"Recall1",12603,"licences ",0,"JOL","Pure U"
